10,10,10,5
NA,NA,10,5
10,10,10,10
10,10,10,5
NA,NA,0,NA
NA,10,0,10
10,10,10,10
5,7,7,6
7,NA,3,NA
10,NA,7,10
7,10,10,7
NA,0,0,0
10,10,5,5
NA,NA,0,0
10,10,10,10
10,10,10,10
NA,10,10,10
10,10,10,10
3,3,3,0
