5,10,10,10
10,NA,5,0
10,10,10,10
10,10,10,10
0,0,0,NA
5,5,0,0
0,10,5,10
0,5,10,6
0,NA,5,0
3,3,10,NA
10,10,10,7
NA,0,NA,0
5,10,NA,5
NA,NA,NA,0
10,10,10,10
0,10,10,10
10,10,NA,10
10,10,NA,10
7,7,NA,3
