10,10,10,7
0,5,10,5
0,0,0,0
10,10,10,8
5,5,5,5
10,10,10,5
7,10,7,7
0,7,7,5
10,7,7,7
10,10,10,7
10,0,0,0
10,10,5,5
10,10,10,10
0,NA,0,NA
10,10,10,10
10,10,10,10
3,3,3,3
